prefix,asNumber,asName,asOrg,usage
1.0.4.0/22,56203,BIGRED-NET-AU,APNIC,澳大利亚墨尔本Goldenit有限公司
1.0.132.0/22,23969,TOT-NET,APNIC,
1.0.160.0/22,23969,TOT-NET,APNIC,
1.0.168.0/22,23969,TOT-NET,APNIC,
1.0.172.0/22,23969,TOT-NET,APNIC,
1.0.204.0/22,23969,TOT-NET,APNIC,
1.0.216.0/22,23969,TOT-NET,APNIC,
1.1.4.0/22,NA,NA, ,福建省电信
1.1.144.0/22,23969,TOT-NET,APNIC,
1.1.148.0/22,23969,TOT-NET,APNIC,
1.1.176.0/22,23969,TOT-NET,APNIC,
1.1.180.0/22,23969,TOT-NET,APNIC,
1.1.184.0/22,23969,TOT-NET,APNIC,
1.1.216.0/22,23969,TOT-NET,APNIC,
1.2.12.0/22,NA,NA, ,广东省电信
1.2.232.0/22,23969,TOT-NET,APNIC,
1.2.248.0/22,23969,TOT-NET,APNIC,
1.4.136.0/22,23969,TOT-NET,APNIC,
1.4.152.0/22,23969,TOT-NET,APNIC,
1.4.192.0/22,23969,TOT-NET,APNIC,
1.4.200.0/22,23969,TOT-NET,APNIC,
1.4.212.0/22,23969,TOT-NET,APNIC,
1.4.252.0/22,23969,TOT-NET,APNIC,
1.6.0.0/22,9583,SIFY-AS-IN,APNIC,
1.6.4.0/22,9583,SIFY-AS-IN,APNIC,
1.6.8.0/22,9583,SIFY-AS-IN,APNIC,
1.6.12.0/22,9583,SIFY-AS-IN,APNIC,
1.6.16.0/22,9583,SIFY-AS-IN,APNIC,
1.6.20.0/22,9583,SIFY-AS-IN,APNIC,
1.6.24.0/22,9583,SIFY-AS-IN,APNIC,
1.6.28.0/22,9583,SIFY-AS-IN,APNIC,
1.6.32.0/22,9583,SIFY-AS-IN,APNIC,
1.6.36.0/22,9583,SIFY-AS-IN,APNIC,
1.6.40.0/22,9583,SIFY-AS-IN,APNIC,
1.6.44.0/22,9583,SIFY-AS-IN,APNIC,
1.6.48.0/22,9583,SIFY-AS-IN,APNIC,
1.6.52.0/22,9583,SIFY-AS-IN,APNIC,
1.6.56.0/22,9583,SIFY-AS-IN,APNIC,
1.6.60.0/22,9583,SIFY-AS-IN,APNIC,
1.6.64.0/22,9583,SIFY-AS-IN,APNIC,
1.6.68.0/22,9583,SIFY-AS-IN,APNIC,
1.6.72.0/22,9583,SIFY-AS-IN,APNIC,
1.6.76.0/22,9583,SIFY-AS-IN,APNIC,
1.6.80.0/22,9583,SIFY-AS-IN,APNIC,
1.6.84.0/22,9583,SIFY-AS-IN,APNIC,
1.6.88.0/22,9583,SIFY-AS-IN,APNIC,
1.6.92.0/22,9583,SIFY-AS-IN,APNIC,
1.6.96.0/22,9583,SIFY-AS-IN,APNIC,
1.6.100.0/22,9583,SIFY-AS-IN,APNIC,
1.6.104.0/22,9583,SIFY-AS-IN,APNIC,
1.6.108.0/22,9583,SIFY-AS-IN,APNIC,
1.6.112.0/22,9583,SIFY-AS-IN,APNIC,
1.6.116.0/22,9583,SIFY-AS-IN,APNIC,
1.6.120.0/22,9583,SIFY-AS-IN,APNIC,
1.10.12.0/22,NA,NA, ,福建省电信
1.10.132.0/22,23969,TOT-NET,APNIC,
1.10.136.0/22,23969,TOT-NET,APNIC,泰国TOTNET
1.10.156.0/22,23969,TOT-NET,APNIC,
1.10.160.0/22,23969,TOT-NET,APNIC,
1.10.240.0/22,23969,TOT-NET,APNIC,
1.11.96.0/22,38669,CNBTV-AS-KR,APNIC,
1.11.100.0/22,38669,CNBTV-AS-KR,APNIC,
1.11.104.0/22,38669,CNBTV-AS-KR,APNIC,
1.11.108.0/22,38669,CNBTV-AS-KR,APNIC,
1.11.112.0/22,38669,CNBTV-AS-KR,APNIC,
1.11.116.0/22,38669,CNBTV-AS-KR,APNIC,
1.11.120.0/22,38669,CNBTV-AS-KR,APNIC,
1.11.124.0/22,38669,CNBTV-AS-KR,APNIC,
1.20.96.0/22,23969,TOT-NET,APNIC,
1.20.100.0/22,23969,TOT-NET,APNIC,
1.20.104.0/22,23969,TOT-NET,APNIC,
1.20.108.0/22,23969,TOT-NET,APNIC,
1.20.112.0/22,23969,TOT-NET,APNIC,
1.20.116.0/22,23969,TOT-NET,APNIC,
1.20.172.0/22,23969,TOT-NET,APNIC,
1.22.16.0/22,45528,TIKONAIN-AS,APNIC,
1.22.32.0/22,45528,TIKONAIN-AS,APNIC,
1.22.64.0/22,45528,TIKONAIN-AS,APNIC,
1.22.84.0/22,45528,TIKONAIN-AS,APNIC,
1.22.92.0/22,45528,TIKONAIN-AS,APNIC,
1.22.104.0/22,45528,TIKONAIN-AS,APNIC,
1.22.120.0/22,45528,TIKONAIN-AS,APNIC,
1.22.128.0/22,45528,TIKONAIN-AS,APNIC,
1.22.164.0/22,45528,TIKONAIN-AS,APNIC,
1.22.244.0/22,45528,TIKONAIN-AS,APNIC,
1.23.16.0/22,45528,TIKONAIN-AS,APNIC,
1.23.20.0/22,45528,TIKONAIN-AS,APNIC,
1.23.36.0/22,45528,TIKONAIN-AS,APNIC,
1.23.100.0/22,45528,TIKONAIN-AS,APNIC,
1.23.104.0/22,45528,TIKONAIN-AS,APNIC,
1.23.108.0/22,45528,TIKONAIN-AS,APNIC,
1.23.148.0/22,45528,TIKONAIN-AS,APNIC,
1.23.168.0/22,45528,TIKONAIN-AS,APNIC,
1.23.200.0/22,45528,TIKONAIN-AS,APNIC,
1.24.44.0/22,4837,CHINA169-Backbone,APNIC,内蒙古锡林郭勒盟联通
1.24.88.0/22,4837,CHINA169-Backbone,APNIC,内蒙古乌兰察布市联通
1.24.116.0/22,4837,CHINA169-Backbone,APNIC,内蒙古巴彦淖尔市联通
